,id,description
544,rsk62_retseries_industry_5_100_val12,Industry return series
545,rsk62_retseries_industry_5_100_val13,Industry return series
546,rsk62_retseries_industry_5_100_val14,Industry return series
547,rsk62_retseries_industry_5_100_val15,Industry return series
548,rsk62_retseries_industry_5_100_val16,Industry return series
549,rsk62_retseries_industry_5_100_val17,Industry return series
550,rsk62_retseries_industry_5_100_val18,Industry return series
551,rsk62_retseries_industry_5_100_val19,Industry return series
552,rsk62_retseries_industry_5_100_val2,Industry return series
553,rsk62_retseries_industry_5_100_val20,Industry return series
554,rsk62_retseries_industry_5_100_val21,Industry return series
555,rsk62_retseries_industry_5_100_val22,Industry return series
556,rsk62_retseries_industry_5_100_val23,Industry return series
557,rsk62_retseries_industry_5_100_val3,Industry return series
558,rsk62_retseries_industry_5_100_val4,Industry return series
559,rsk62_retseries_industry_5_100_val5,Industry return series
560,rsk62_retseries_industry_5_100_val6,Industry return series
561,rsk62_retseries_industry_5_100_val7,Industry return series
562,rsk62_retseries_industry_5_100_val8,Industry return series
563,rsk62_retseries_industry_5_100_val9,Industry return series
564,rsk62_risk_backfill_curratio,current ratio
565,rsk62_risk_backfill_dividend,dividend
566,rsk62_risk_backfill_growth,eps growth
567,rsk62_risk_backfill_logadv20,log(adv20)
568,rsk62_risk_backfill_logcap,log(cap)
569,rsk62_risk_backfill_margin,gross margin
570,rsk62_risk_backfill_mtl,long term momentum
571,rsk62_risk_backfill_mts,short term momentum
572,rsk62_risk_backfill_nipe,net income per employee
573,rsk62_risk_backfill_pb,book value
574,rsk62_risk_backfill_qe2d,debt to equity ratio
575,rsk62_risk_backfill_spe,earnings per share
576,rsk62_risk_backfill_volatility,volatility
577,rsk62_risk_curratio,current ratio
578,rsk62_risk_dividend,dividend
579,rsk62_risk_growth,eps growth
580,rsk62_risk_logadv20,log(adv20)
581,rsk62_risk_logcap,log(cap)
582,rsk62_risk_margin,gross margin
583,rsk62_risk_mtl,long term momentum
584,rsk62_risk_mts,short term momentum
585,rsk62_risk_nipe,net income per employee
586,rsk62_risk_pb,book value
587,rsk62_risk_qe2d,debt to equity ratio
588,rsk62_risk_spe,earnings per share
589,rsk62_risk_volatility,volatility
590,rsk62_volatility_di,Date Index of volatility
